name,price,status,shipping,free_returns,items_sold
LED USB Clip-On Desk Dimmable LED Light Flexible Table Reading Desk Lamp Lights,$13.64,Brand New,0,False,
Bell + Howell Chelsea Cordless LED Rechargeable Desk and Table Lamp,$14.99,Brand New,0,False,
Levitating Bulb Lamp Magnetic Floating LED Desk Table Lamp,$72.50,Brand New,0,False,9
Daylight Company DuoPro LED Clamp Table Lamp - UN1540,$64.99,Brand New,0,True,
"Metal Desk Lamp with Clamp, Swing Arm, Architect Adjustable Gooseneck Table Lamp",$21.96,Brand New,0,False,
Metal Adjustable Swing Arm Desk Lamp!,$15.99,Brand New,13.25,False,
Deluxe Black Sunlight Desk Lamp Natural Spectrum Light Therapy,$39.99,Brand New,0,True,
LED Desk Lamp Adjustable Swing Arm Lamp with Clamp Eye-Caring Reading Desk Light,$21.98,Brand New,0,False,
Intertek Black LED Desk  Flexible  Lamp Gooseneck Longlasting Desk Light,$16.00,Pre-Owned,0,True,
LIGHTACCENTS Traditional Banker’s Desk Lamp with Green Glass Shade and,$50.00,Brand New,12.18,False,
LED Desk USB Dimmable Touch Foldable Table Read Lamp Calendar Temperature Clock,$21.89,Brand New,0,False,
Gray USB Rechargeable LED Neck Light Book Light Reading in Bed Crafting Camping,$10.99,Brand New,0,True,41
Desk Lamp Professional Dimmable LED BeyondOp,$29.99,Brand New,0,False,
Halogen Adjustable Gooseneck Desk Lamp 12V 20W Metal Construction Black/White,$22.00,Brand New,6.15,False,
"ELECTRI LED Desk Lamp, Touch Light with USB Port, 5 Standard, White",$28.88,Brand New,0,False,
"Long Gooseneck Clamp Lamp, Clip Desk Lamp with Clamp, 10W, 1100 LMS, 3 Color ...",$41.10,Brand New,0,False,
Cordless Table Lamp Dimmable 3-Color Dest Lamp Rechargeable LED Night Light,$9.80,Brand New,0,False,57
"LED Desk Lamp – Rechargeable, Foldable, Portable Light with 3 Brightness Levels",$10.88,Brand New,0,True,
Lamp Desk Architect Arm Swing Adjustable Light Table Task Clamp Black Metal,$16.98,Brand New,0,False,
Modern Bedside Table Lamp Small Nightstand Lamp Desk Lamp Bedroom Office Room,$19.99,Brand New,0,False,117
Desk Lamp 5 Color Modes 10 Brightness Dimmer Reading Light 10W 38 LED Clamp L...,$26.55,Brand New,0,True,
Dimmable LED Desk Light Touch Sensor Table Office Home Reading Lamp Rechargeable,$9.90,Brand New,0,True,26
PREOWNED Cordless rechargeable LED table lamp,$12.99,Pre-Owned,9.26,False,
Flexible E27 LED Clamp Clip-on Desk Light Work Table Lamp Double Head Holder US,$11.69,Brand New,0,False,23
USB LED Dimmable Clip On Desk Lamp Reading Table Night Light,$14.72,Brand New,0,True,
Flexible Gooseneck ClipOn Cable Desk Lamp Holder Cord Light Base without E27Bulb,$10.99,Brand New,0,True,148
Humanscale ELEMENT Disc Lamp LED Light Disc Technology Base Excellent Condition,$150.00,Brand New,16.97,False,
LED Desk Lamp Adjustable Swing Arm Eye Care Memory Function Black,$41.99,Brand New,0,True,
"Metal Adjustable Swing Arm Desk Lamp, Eye-Caring Study Desk Lamps Black",$16.55,Brand New,0,False,
AUKEY LT-T7 Table Lamp Touch Control With Warm White Light LED desk lamp,$19.99,Brand New,0,False,60
